영화명,매출액,관객수,대표국적,배급사,제작국가,감독,장르1,장르2,장르3,장르4,장르5,장르6,장르7
찡찡 막막,249500,51,3,아이앤지픽쳐스,한국,박제욱,,,,,,,
바바둑,298000,51,0,(주)나이너스엔터테인먼트,호주,제니퍼 켄트,,,,,,,
쿵푸 크로니클,145000,51,0,(주)컨텐츠 빌리지,중국,마이위수,,,,,,,
카인드 오브 머더,285000,50,2,(주)우성엔터테인먼트,미국,앤디 고다드,,,,,,,
죽음의 게임: 네이키드 워리어,250000,50,1,(주)수키픽쳐스,일본,에이케이쥐,,,,,,,
좀비 아웃브레이크,250000,50,2,(주)티에스앤컴퍼니,미국,"밥 슐츠,로버트 콘웨이",,,,,,,
욕망의 트라이앵글,250000,50,1,(주)수키픽쳐스,일본,조조 히데오,,,,,,,
백 투 가야,250000,50,0,(주)토러스엔터테인먼트,독일,"레나르드 프리츠 크라빙켈,호거 태프",,,,,,,
배꼽,300000,50,3,타임스토리그룹(주),한국,박보상,,,,,,,
육체도박,250000,50,1,(주)수키픽쳐스,일본,요코하마 히로유키,,,,,,,
블러드 스프링,200000,50,2,(주)고맙습니다 사랑합니다,미국,패드레이그 레이놀즈,,,,,,,
잔혹 동화 : 헌팅 오브 엘레나,250000,50,0,(주)토러스엔터테인먼트,이탈리아,"크리스티안 비세글리아,아스카니오 말가리니",,,,,,,
클립,250000,50,0,(주)고맙습니다 사랑합니다,세르비아,마자 밀로스,,,,,,,
수호지 바람의 영웅 - 금모견,750000,50,0,(유)조이앤컨텐츠그룹,중국,황조권,,,,,,,
이소룡전,185000,50,0,(주)소나무픽쳐스,홍콩,"엽위민,문준",,,,,,,
피메일 에이전트,750000,50,0,(주)케이알씨지,프랑스,장 폴 살로메,,,,,,,
더 워너비-존 고티,300000,50,2,유니콘미디어(주),미국,닉 샌도우,,,,,,,
무림9대문파-사도황규,126000,50,0,(주)케이알씨지,중국,린난,,,,,,,
다크월드 3D,250000,50,0,(주)토러스엔터테인먼트,러시아,안톤 메거딕체브,,,,,,,
폴링 오버나잇,300000,50,2,(주)아바엔터테인먼트,미국,콘래드 잭슨,,,,,,,
1812 나폴레옹 대전투,190000,50,0,(주)케이알씨지,러시아,올레그 페센코,,,,,,,
비에 흔들리는 여자,250000,50,1,(주)나우콘텐츠,일본,하노 요시히로,,,,,,,
3류들의 사랑,250000,50,1,(주)나우콘텐츠,일본,우치다 에이지,,,,,,,
원 나이트 스탠드 - 찢어진 웨딩드레스,300000,50,2,유니콘미디어(주),미국,브람 코펜스,,,,,,,
무시당한 사람들,250000,50,1,(주)나우콘텐츠,일본,사카키 히데오,,,,,,,
점쟁이 문어 파울의 일생,250000,50,2,오드,"미국,스위스",알렉산드르 O. 필립,,,,,,,
매직 티팟,250000,50,2,씨네그루(주)다우기술,미국,라마 모슬리,,,,,,,
어떤 가족,280000,50,3,골든타이드픽처스(주),한국,김형범,,,,,,,
울프,250000,50,0,씨네그루(주)다우기술,네덜란드,짐 타이후투,,,,,,,
시간을 달려서,250000,50,0,(주)엘케이픽쳐스,네덜란드,니콜 반 킬스돈크,,,,,,,
침묵살인,250000,50,0,(주)티에스앤컴퍼니,프랑스,나단 엠브로시오니,,,,,,,
다크송: 저주의 시작,250000,50,2,(주)티에스앤컴퍼니,미국,리암 개빈,,,,,,,
다크쇼: 익스트림 서바이버,250000,50,2,(주)티에스앤컴퍼니,미국,올리비에 파르톤나우드,,,,,,,
파이트 밸리,250000,50,2,(주)티에스앤컴퍼니,미국,롭 호크,,,,,,,
더 모델,204000,50,0,주식회사 풍경소리,덴마크,매즈 매티슨,,,,,,,
사우스바운드-죽음의 고속도로,300000,50,2,유니콘미디어(주),미국,"라디오 사일런스,록산 벤자민,데이빗 브룩크너,패트릭 호배스",,,,,,,
자바히트: 살인면허,250000,50,2,(주)소나무픽쳐스,미국,코너 알린,,,,,,,
아포칼립스-엑스,250000,50,2,(주)스넵쏘울,미국,마맷 칼리드,,,,,,,
블로그 섹스의 점수,250000,50,1,(주)도키엔터테인먼트,일본,칸바라 이쿠토,,,,,,,
도쿄 하숙집 여주인,250000,50,1,(주)도키엔터테인먼트,일본,칸바라 이쿠토,,,,,,,
원장이 오기전에-그놈의 협박,250000,50,1,(주)도키엔터테인먼트,일본,칸바라 이쿠토,,,,,,,
바운티 킬러,250000,50,2,주식회사 루믹스미디어,미국,헨리 세인,,,,,,,
스파이럴,250000,50,0,주식회사 루믹스미디어,러시아,안드레이 볼긴,,,,,,,
아메리칸머슬,250000,50,2,(주)스넵쏘울,미국,라비 다르,,,,,,,
더스크: 죽음을 부르는 소녀,250000,50,1,주식회사 루믹스미디어,일본,코다마 카즈토,,,,,,,
어덜트 월드,250000,50,2,주식회사 루믹스미디어,미국,스콧 코페이,,,,,,,
징기스칸: 지살령,250000,50,0,(주)소나무픽쳐스,"중국,한국,일본",왕평,,,,,,,
코드네임 더 몰,250000,50,0,(주)고맙습니다 사랑합니다,프랑스,빈센조 마라노,,,,,,,
젊은 유부녀의 과거,250000,50,1,(주)도키엔터테인먼트,일본,한 헤이타로,,,,,,,
스테레오,470000,50,0,에이원엔터테인먼트,독일,맥시밀리언 엘렌와인,,,,,,,
혼전 순결 여대생의 정사,250000,50,1,(주)도키엔터테인먼트,일본,칸바라 이쿠토,,,,,,,
가디언스,250000,50,0,씨네그루(주)다우기술,독일,틸 슈바이거,,,,,,,
지독한 동거-꿈속의 정사,250000,50,1,(주)도키엔터테인먼트,일본,카네다 사토시,,,,,,,
야한 부인의 유혹,250000,50,0,(주)도키엔터테인먼트,독일,한 헤이타로,,,,,,,
스튜어디스 애처일기,250000,50,1,(주)도키엔터테인먼트,일본,칸바라 이쿠토,,,,,,,
포비든 리얼리티,250000,50,0,(주)토러스엔터테인먼트,러시아,콘스탄틴 막시모프,,,,,,,
리플레이스,400000,49,2,(주)컴퍼니엘,미국,노버트 케일,,,,,,,
시큐리티 스파이,166000,49,2,(주)케이알씨지,미국,"아담 비머,에반 비머",,,,,,,
아이언 도어,341000,49,0,어뮤즈,독일,스티븐 마누엘,,,,,,,
무림9대문파-호골매화,82000,49,0,(유)조이앤시네마,중국,저우시,,,,,,,
사랑: 세 도시 이야기,183000,49,0,(주)케이알씨지,중국,장완정,,,,,,,
돈키호테 맨 오브 라만차,98000,49,2,주식회사 풍경소리,미국,다비드 비이어,,,,,,,
나를 찾아서,188000,49,2,(주)케이알씨지,미국,더스틴 마르첼리노,,,,,,,
전사 씨야마,163000,48,0,(주)케이알씨지,태국,프리차 송사쿨,,,,,,,
무림9대문파-항하살수,117000,48,0,(주)케이알씨지,중국,귀아광,,,,,,,
탱크 독,56000,48,2,(유)조이앤시네마,미국,윌리암 드 비탈,,,,,,,
친구의 아내를 탐하다 2,289000,47,0,(주)소나무픽쳐스,아르헨티나,디에고 캐플란,,,,,,,
거리의 보안관,268000,47,2,(주)소나무픽쳐스,미국,케이스 파머,,,,,,,
아무도 잠들지 마라,104000,47,0,(주)케이알씨지,홍콩,구예도,,,,,,,
셀룰러,311000,47,2,(주)태원엔터테인먼트,미국,데이비드 R. 엘리스,,,,,,,
미이라: 고대 전설의 부활,289000,47,2,(주)소나무픽쳐스,미국,패트릭 맥마너스,,,,,,,
스페이스 배틀쉽,272000,47,2,(주)소나무픽쳐스,미국,앤드류 벨웨어,,,,,,,
"불량가족, 행복의 맛",288101,47,1,하준사,일본,유키히로 모리가키,,,,,,,
신의 전쟁,289000,47,2,(주)소나무픽쳐스,미국,토마스 샤피로,,,,,,,
아웃포스트: 불멸의 나치부대,289000,47,0,(주)소나무픽쳐스,영국,키에란 파커,,,,,,,
베카스,270000,47,0,(주)소나무픽쳐스,이라크,카르잔 카데르,,,,,,,
술탄,314000,46,0,주식회사 씨엠닉스,"인도,헝가리",알리 아바스 자파,,,,,,,
마영정: 상해야인시대,127000,46,0,즐감,중국,황정보,,,,,,,
금의위: 혈지도,107000,46,0,(주)케이알씨지,중국,시우룬,,,,,,,
미스 히스테리,268000,46,0,(주)콘텐츠판다,중국,곽재용,,,,,,,
레볼루션 아일랜드 2,115000,45,0,즐감,러시아,안드레이 볼긴,,,,,,,
애니씽 포 허,356000,45,0,(주)토러스엔터테인먼트,프랑스,프레드 카바예,,,,,,,
스티븐시걸의 굿맨,240000,45,2,(주)소나무픽쳐스,미국,키오니 왁스먼,,,,,,,
금병매2,141000,45,0,(주)나우콘텐츠,홍콩,전문기,,,,,,,
수어사이드 쇼,103000,45,2,주식회사 레드아이스,미국,지안카를로 에스포지토,,,,,,,
몽키킹 VS 구미호 대결전,107000,45,0,(주)케이알씨지,중국,메이 천,,,,,,,
아웃도어 비긴즈,175000,45,3,윤스,한국,임진승,,,,,,,
스파이타임 코드명: 아나클레토,170000,45,0,(주)이놀미디어,스페인,하비에르 루이즈 칼데라,,,,,,,
일지화여,157000,45,0,(주)케이알씨지,중국,유신의,,,,,,,
스파이: 작전명 태풍,301000,45,0,(주)소나무픽쳐스,러시아,페트르 아멜린,,,,,,,
방황하는 소녀들,363000,44,2,1.7,미국,위트 스틸먼,,,,,,,
더 마더,220000,44,1,(주)에이원엔터테인먼트,일본,우메즈 카즈오,,,,,,,
망대,307000,44,3,골든타이드픽처스(주),한국,문승욱,,,,,,,
리벤지45,298000,44,2,(주)코랄픽쳐스,미국,게리 레논,,,,,,,
천하영웅 자객,228000,44,0,(주)케이알씨지,중국,묘술,,,,,,,
스티븐 시걸의 비밀요원,262000,44,2,(주)소나무픽쳐스,미국,웨인 로즈,,,,,,,
카지노를 털어라,221000,44,0,(주)미디어로그,스페인,에두아르드 코르테스,,,,,,,
양문여장,136000,43,0,(주)소나무픽쳐스,중국,진훈기,,,,,,,
스마일리,344000,43,2,㈜코리아스크린,미국,마이클 J. 갤러거,,,,,,,
초한지 - 천하대전 감독판,215000,43,0,(유)조이앤컨텐츠그룹,중국,이인항,,,,,,,
조조-황제의 반란 감독판,215000,43,0,(주)케이알씨지,중국,조림산,,,,,,,
로스트 크리스마스,344000,43,0,㈜코리아스크린,영국,존 헤이,,,,,,,
언싱커블,344000,43,2,㈜코리아스크린,미국,그레고 조단,,,,,,,
픽포켓,301000,43,2,㈜코리아스크린,미국,마이클 코렌트,,,,,,,
패니 힐,251000,42,0,(주)액티버스엔터테인먼트,이탈리아,메이 치오 디마오,,,,,,,
샘스 레이크,263000,42,0,(주)미로비젼,"캐나다,한국,미국",앤드류 C. 에린,,,,,,,
전성수배,101000,42,0,(주)케이알씨지,중국,왕타오,,,,,,,
1942: 최정예특수부대 스페츠나츠,172000,42,0,케이티하이텔(주),러시아,레나트 다블레티아로프,,,,,,,
90분,248000,42,3,(주)키노아이디엠씨,한국,박선욱,,,,,,,
안전은 보장할 수 없음,281000,42,2,(주)마노엔터테인먼트,미국,콜린 트레보로우,,,,,,,
섹스 주식회사,190000,42,2,(주)소나무픽쳐스,미국,K. 애셔 레빈,,,,,,,
바이럴 팩터,190000,42,0,예지림엔터테인먼트,홍콩,임초현,,,,,,,
그곳에서만 빛난다,159000,41,1,제인앤유,일본,오미보,,,,,,,
소곤소곤 별,169000,41,1,제인앤유,일본,소노 시온,,,,,,,
계약연애,144000,41,0,(주)케이알씨지,중국,곽요량,,,,,,,
하이킥 엔젤스,285000,41,1,(주)유로커뮤니케이션,일본,요코야마 카즈히로,,,,,,,
"쏘리,알러뷰",247500,41,0,(주)나이너스엔터테인먼트,이탈리아,페데리코 모시아,,,,,,,
불륜의 시간,274000,40,0,미디어소프트,독일,마리아 슈라더,,,,,,,
비트레이얼,200000,40,2,주식회사 루믹스미디어,미국,잭 토팔리안,,,,,,,
수호지태극영웅-소이광,600000,40,0,(주)케이알씨지,중국,황조권,,,,,,,
뱀파이어 그녀들,200000,40,0,C2 미디어,스페인,빅토르 마텔라노,,,,,,,
데몬 베이비,200000,40,2,주식회사 루믹스미디어,미국,코리 그리노프,,,,,,,
데스타운,200000,40,2,주식회사 루믹스미디어,미국,제레미 버그,,,,,,,
에일리언 라이징,200000,40,2,주식회사 루믹스미디어,미국,데이너 슈로더,,,,,,,
버진 뱀파이어,200000,40,2,주식회사 루믹스미디어,미국,존 V. 놀즈,,,,,,,
터치 바이 터치,200000,40,3,나이스플레이(주),한국,김호준,,,,,,,
굿 메리지,200000,40,2,주식회사 루믹스미디어,미국,피터 아스킨,,,,,,,
와일드 인 블루,200000,40,2,주식회사 루믹스미디어,미국,매튜 버코위츠,,,,,,,
홀스헤드,200000,40,0,주식회사 루믹스미디어,프랑스,로메인 바셋,,,,,,,
수호지-천하대영웅 손신,200000,40,0,주식회사 루믹스미디어,중국,류신의,,,,,,,
수호지-최강무적 탕륭,200000,40,0,주식회사 루믹스미디어,중국,류신의,,,,,,,
수호지-천하제패 선찬,200000,40,0,주식회사 루믹스미디어,중국,류신의,,,,,,,
바르샤바 1944,200000,40,0,주식회사 루믹스미디어,폴란드,얀 코마사,,,,,,,
유에프오,200000,40,0,주식회사 루믹스미디어,캐나다,콜린 미니한,,,,,,,
워리어 스타,200000,40,0,주식회사 루믹스미디어,이탈리아,"루카 보니,마르코 리스토리",,,,,,,
감옥정사,200000,40,2,주식회사 루믹스미디어,미국,자레드 콘,,,,,,,
매미 그리고 여자,200000,40,1,(주)뭉게구름,일본,오리오카 토시유키,,,,,,,
포에버 스트롱,600000,40,2,(유)조이앤컨텐츠그룹,미국,라이언 리틀,,,,,,,
모스크바 히트,600000,40,2,(주)케이알씨지,미국,제프 첼렌타노,,,,,,,
메스카다,600000,40,2,스크린조이,미국,조쉬 스턴펠드,,,,,,,
플라이페이퍼,600000,40,2,(유)조이앤컨텐츠그룹,미국,롭 민코프,,,,,,,
모노거미,600000,40,2,(유)조이앤컨텐츠그룹,미국,다나 아담 샤피로,,,,,,,
도너 패스,600000,40,2,(유)조이앤컨텐츠그룹,미국,엘리스 로버트슨,,,,,,,
익스트림 No.13 감독판,600000,40,2,(유)조이앤컨텐츠그룹,미국,겔라 바블루아니,,,,,,,
맨 프럼 어스2: 홀로신,60000,39,2,주식회사 레드아이스,미국,리차드 쉔크만,,,,,,,
모범생,168000,39,3,주식회사 씨엠닉스,한국,"노홍식,이영진",,,,,,,
베를린 장벽,193000,39,0,미디어소프트,독일,크리스찬 슈뵈초브,,,,,,,
러블리 마드리드,44000,39,0,(주)케이알씨지,스페인,데이빗 트루에바,,,,,,,
애연,39000,39,3,(주)케이알씨지,한국,이숭환,,,,,,,
다윗과 골리앗,120000,38,2,주식회사 풍경소리,미국,월리스 브라더스,,,,,,,
완전범죄: 키드냅,55000,38,0,(주)케이알씨지,캐나다,아론 우들리,,,,,,,
무국적소녀,204000,38,1,THE 픽쳐스,일본,오시이 마모루,,,,,,,
살인의 늪,252000,38,0,(주)영화사 빅,스페인,알베르토 로드리게즈,,,,,,,
스티븐 시걸의 작전명 고스트,213000,38,2,(주)소나무픽쳐스,미국,웨인 로즈,,,,,,,
스티브잡스:미래를 읽는 천재,244000,38,2,㈜코리아스크린,미국,타라 퍼니아,,,,,,,
울프 크릭,266000,38,0,(주)스폰지이엔티,호주,그렉 맥린,,,,,,,
"섹스 후, 5일간의 여행",57000,38,2,(주)케이알씨지,미국,대니 버데이,,,,,,,
1000 : 최후의 전사들,281000,37,0,㈜영화사 백두대간,카자흐스탄,아칸 사타예브,,,,,,,
아줌마...줌마들의반란,333000,37,3,(주)영화사 조은,한국,김문옥,,,,,,,
욕정이 활활,262000,37,3,이상우 필름,한국,"이상우,황희경,김헌",,,,,,,
원초적 본능 2015,205000,37,2,(주)소나무픽쳐스,미국,미치 글레이저,,,,,,,
카마수트라: 뱀의 여인,213000,37,0,케이티하이텔(주),태국,M.L. 반데바노프 데바쿤,,,,,,,
매드맥스: 로드 워,45000,37,2,(주)케이알씨지,미국,마크 앳킨스,,,,,,,
작쩐,89000,37,0,(주)케이알씨지,중국,삼도,,,,,,,
원 나잇 리멤버,45000,37,2,(주)케이알씨지,미국,제이미 린든,,,,,,,
섹스타시,91000,37,0,씨네힐,대만,위 웨이 옌,,,,,,,
천재 사기꾼 돈: 세상을 속여라,168000,36,0,(주)영화사폴,인도,파르한 악타르,,,,,,,
치하야후루 하편,290000,36,1,(주)미디어캐슬,일본,코이즈미 노리히로,,,,,,,
벤허: 레저렉션,92000,36,2,(주)케이알씨지,미국,마크 앳킨스,,,,,,,
려수,276000,36,3,(주)영화사 조제,한국,진광교,,,,,,,
풍만한 육체간호,216000,36,1,(주)도키엔터테인먼트,일본,하마니시 히카리,,,,,,,
신 전래동화,86000,36,3,"(주)스토리제이,(주)드림팩트엔터테인먼트",한국,이상훈,,,,,,,
치하야후루 상편,290000,36,1,(주)미디어캐슬,일본,코이즈미 노리히로,,,,,,,
도망자 2018,53000,36,2,(유)조이앤시네마,미국,마이클 베리,,,,,,,
올웨이스 비보이,235000,36,3,실버스푼,한국,권우탁,,,,,,,
썸머타임: 아름다운 계절,217000,36,0,주식회사 풍경소리,프랑스,까뜨린느 꼬르시니,,,,,,,
워 랜드,36000,36,0,(주)케이알씨지,크로아티아,크리스티얀 밀릭크,,,,,,,
울프 크릭 2,80000,35,0,(주)케이알씨지,호주,그렉 맥린,,,,,,,
매릴랜드,133000,35,0,THE 픽쳐스,"프랑스,벨기에",앨리스 위노코,,,,,,,
항마전: 황금룡의 부활,188000,35,0,(주)박수엔터테인먼트,중국,왕정,,,,,,,
당대명포-의문의 주검,36000,35,0,(주)케이알씨지,중국,양동량,,,,,,,
사일런트 워,52000,35,0,(주)케이알씨지,"오스트리아 ,이탈리아,미국",에른스트 고스너,,,,,,,
테이킹,89000,35,2,(주)케이알씨지,미국,애덤 로비텔,,,,,,,
머신건 프리처 감독판,525000,35,2,(유)조이앤컨텐츠그룹,미국,마크 포스터,,,,,,,
판필로프 사단의 28 용사,94000,34,0,즐감,러시아,"킴 드루지닌,안드레이 샬로파",,,,,,,
킬러 더 머니,82000,34,0,(주)케이알씨지,스페인,마틴 로제트,,,,,,,
악의 도시,42000,34,2,(주)케이알씨지,미국,웨인 블레어,,,,,,,
제한 구역,41000,34,0,(주)케이알씨지,브라질,조세 조필리,,,,,,,
러시안 묵시록,200000,34,0,CNS엔터테인먼트,러시아,에브게니 라브렌티에프,,,,,,,
더 건맨 : 테이큰 감독 뉴프로젝트,92000,34,0,(유)조이앤컨텐츠그룹,"프랑스,스페인,영국",피에르 모렐,,,,,,,
탄생,213000,34,2,(주)태원엔터테인먼트,미국,조나단 글레이저,,,,,,,
파이널크루 : 칸우 탈출작전,116000,34,0,즐감,러시아,니콜라이 레베데프,,,,,,,
그들만의 러브 매치,200000,34,0,시네마밸리,스페인,벤트라 폰즈,,,,,,,
키드냅 시티,83000,34,0,(주)케이알씨지,캐나다,필립 로드리게즈,,,,,,,
초능력자 2018 : 염력,33000,33,2,(주)케이알씨지,미국,루이스 바론,,,,,,,
홍콩 좀비 히어로,213500,33,0,노바엔터테인먼트,홍콩,노위린,,,,,,,
메가 피라냐,338000,33,2,(유)조이앤컨텐츠그룹,미국,에릭 포스버그,,,,,,,
깊은 관계,33000,33,2,(주)케이알씨지,미국,마이클 모한,,,,,,,
혈랑: 붉은전사,112000,33,0,(주)드림팩트엔터테인먼트,홍콩,프레드 완,,,,,,,
나의 불행에는 이유가 있다,199500,32,3,"시네마루,위드시네마",한국,한상민,,,,,,,
치에리와 체리,98000,32,1,제인앤유,일본,나카무라 마코토,,,,,,,
블러드 골드,42000,32,0,(주)케이알씨지,호주,트래비스 베인,,,,,,,
우드 쇼크,32000,32,2,(유)조이앤시네마,미국,"케이트 멀리비,로라 멀리비",,,,,,,
도묘필기: 제국의 서막,39000,32,0,(주)케이알씨지,중국,나영창,,,,,,,
킬 유어 프렌즈,82000,32,0,㈜코리아스크린,영국,오웬 해리스,,,,,,,
더 소노 시온: 소노 시온이라는 생물,124000,32,1,제인앤유,일본,오시마 아라타,,,,,,,
칼리지,232000,32,2,판씨네마(주),미국,뎁 헤이갠,,,,,,,
더 하우스: 악령의 집,78000,32,0,(주)드림팩트엔터테인먼트,프랑스,라이너 킬,,,,,,,
나도 때론 포르노그라피의 주인공이고 싶다 : 감독판,64000,32,3,(주)드림팩트엔터테인먼트,한국,장성수,,,,,,,
하우스 오브 데스,86000,32,2,(유)조이앤시네마,미국,애덤 쉰들러,,,,,,,
더 월,49000,32,0,(주)드림팩트엔터테인먼트,"노르웨이,아일랜드",데이빗 킨셀라,,,,,,,
킬러의 보이프렌드,111000,31,2,(주)티앤엘엔터테인먼트,미국,트렌트 하가,,,,,,,
스페셜 포스 : 화이트 마운틴,66000,31,0,"(주)스토리제이,(주)드림팩트엔터테인먼트",터키,알페르 카글라,,,,,,,
아이엠 어 모델,104000,31,0,주식회사 레드아이스,스페인,페드로 델 산토,,,,,,,
슬레이브워,66000,31,0,(주)스토리제이,아랍에미리트연합국정부,"쿠람 H. 알라비,아이만 자말",,,,,,,
룸 이스케이프,70000,31,2,(주)아이아스플러스,미국,윌 워닉,,,,,,,
무곡,67000,31,1,제인앤유,일본,쿠마키리 카즈요시,,,,,,,
손님1 첫번째 이야기,217000,31,3,굿픽처스,한국,이상화,,,,,,,
나의 멋진 친구들,184000,31,0,(주)더블앤조이픽쳐스,스웨덴,레나 코펠,,,,,,,
고양이 닌자,111000,31,1,제인앤유,일본,와타나베 타케시,,,,,,,
천사의 시간,105000,31,3,스마일픽쳐스,한국,진명,,,,,,,
도시괴담,37000,31,0,(주)드림팩트엔터테인먼트,프랑스,"세바스티안 로스타인,페데리코 로스타인",,,,,,,
흑마술사,74000,31,0,(주)드림팩트엔터테인먼트,말레이시아,다인 사이드,,,,,,,
보디가드: 도시정벌,108000,30,0,주식회사 풍경소리,중국,유송,,,,,,,
섹스 전문 레이코의 하루,150000,30,1,(주)다날엔터테인먼트,일본,야마우치 다이스케,,,,,,,
불륜 중독: 남자들의 섹스 노리개,150000,30,1,(주)다날엔터테인먼트,일본,타지리 유우지,,,,,,,
카쿠야의 음란한 동거: 그녀의 정사,150000,30,1,(주)다날엔터테인먼트,일본,타카하타 쿠아나,,,,,,,
포 러버즈,224000,30,0,에이원엔터테인먼트,프랑스,앙토니 코르디에,,,,,,,
레인 폴,150000,30,1,(주)케이알씨지,일본,맥스 매닉스,,,,,,,
어 롱 웨이 다운,150000,30,0,(주)에스와이미디어,영국,파스칼 쇼메유,,,,,,,
F컵 거유녀의 이중 생활: 매춘,150000,30,1,(주)다날엔터테인먼트,일본,오오데라 순고,,,,,,,
데빌 데쓰,150000,30,2,(주)다날엔터테인먼트,미국,마크-안드레 샘손,,,,,,,
전망좋은해변-두여자,200000,30,3,(주)케이알씨지,한국,이세일,,,,,,,
다크사이드 위치스: 저주의 눈빛,150000,30,0,(주)다날엔터테인먼트,이탈리아,제라드 디펜달,,,,,,,
SM_음탕한 욕망,150000,30,1,(주)다날엔터테인먼트,일본,토미오카 타다후미,,,,,,,
새아빠의 성노예,150000,30,1,(주)다날엔터테인먼트,일본,토미오카 타다후미,,,,,,,
완벽한 와이프: 낮저밤이,150000,30,1,(주)다날엔터테인먼트,일본,안도 본,,,,,,,
발정난 여형사의 위험한 수사,150000,30,1,(주)다날엔터테인먼트,일본,아오야마 유미코,,,,,,,
두 얼굴 그녀와의 정사,150000,30,1,(주)다날엔터테인먼트,일본,한 헤이타로,,,,,,,
월 스트리트: 분노의 복수,180000,30,0,페어팍스인터내셔날(주),캐나다,우베 볼,,,,,,,
서울공략,195000,30,0,미디어소프트,홍콩,마초성,,,,,,,
아스널: 리로디드,150000,30,2,(주)다날엔터테인먼트,미국,스티븐 C. 밀러,,,,,,,
돈 킬 잇: 악마사냥꾼,150000,30,2,(주)다날엔터테인먼트,미국,마이크 멘데즈,,,,,,,
호텔 타지마할,55000,30,0,주식회사 풍경소리,호주,리엄 워싱턴,,,,,,,
그루지: 죽은 자의 저주,98000,30,0,(주)드림팩트엔터테인먼트,말레이시아,돈 호에,,,,,,,
욕망의 코스프레,210000,30,1,오퍼스픽쳐스,일본,타나다 유키,,,,,,,
마지막 중독,150000,30,3,(주)케이알씨지,한국,이세일,,,,,,,
황제의 검신,30000,30,0,(주)케이알씨지,중국,진진,,,,,,,
무간지옥,57000,30,0,(주)드림팩트엔터테인먼트,필리핀,로데릭 카브리도,,,,,,,
노래방 : 화끈한 여자들 무삭제,160000,30,3,(주)영화사가을,한국,조태호,,,,,,,
대부업자: 소울 앤 캐시,73000,30,3,(주)스토리제이,한국,최우제,,,,,,,
"도와줘,에로스",132000,30,0,(주)스폰지이엔티,대만,이강생,,,,,,,
도그 파운드,60000,30,0,(주)엔케이컨텐츠,프랑스,킴 차피론,,,,,,,
전염가,165000,30,1,주식회사 마운틴픽쳐스,일본,하라다 마사토,,,,,,,
엄지아빠,196000,30,3,위드시네마,한국,강성룡,,,,,,,
강간 몰카 유출 사건,150000,30,1,(주)다날엔터테인먼트,일본,나가오 쿠미코,,,,,,,
레드플레인과 신비한 세계일주,270000,30,0,(주)머스트씨무비릴리징컴퍼니,브라질,"주제 마이아,프레드리코 핀토",,,,,,,
F컵 바람난 거유 유부녀: 문란한 정사,150000,30,1,(주)다날엔터테인먼트,일본,오데라 슌고,,,,,,,
더 킬러,72000,30,0,(주)케이알씨지,스페인,라몬 테르멘스,,,,,,,
스페셜 스쿼드,47000,29,0,주식회사 풍경소리,독일,토르스텐 쿤스틀러,,,,,,,
촉산 복마전,53000,29,0,주식회사 풍경소리,중국,주준봉,,,,,,,
그녀의 은밀한 사랑일기,200000,29,1,거원시네마(주),일본,"히로키 류이치,시노하라 테츠오",,,,,,,
어쌔신네이션,29000,29,2,(주)케이알씨지,미국,브렛 사이먼,,,,,,,
마지막 군단,187000,29,0,"(주)아펙스 엔터테인먼트,(주)키노아이디엠씨","영국,이탈리아,프랑스,총괄(연감)",더그 레플러,,,,,,,
당대명포-고수의 부활,28000,28,0,(주)케이알씨지,중국,양동량,,,,,,,
당대명포-무림고수 대결전,28000,28,0,(유)조이앤시네마,중국,양동량,,,,,,,
슈퍼히어로 스팍스,28000,28,2,(주)케이알씨지,미국,토드 버로우즈,,,,,,,
라스트 미션,32000,28,2,(유)조이앤시네마,미국,조 마지오,,,,,,,
숨바꼭질: 겟 아웃,75000,28,2,(유)조이앤시네마,미국,브릿 네이피어,,,,,,,
철마류 2018,28000,28,0,(주)케이알씨지,홍콩,엽영건,,,,,,,
스페셜 시큐리티 : 라스트 미션,69000,28,2,(주)케이알씨지,미국,알레인 드스로처스,,,,,,,
은밀한 유혹: 내가 잠든 동안에,28000,28,0,(주)케이알씨지,캐나다,제프리 St. 줄스,,,,,,,
숏!숏!숏!,140000,28,3,㈜인디스토리,한국,"김종관,손원평,함경록",,,,,,,
애더럴 다이어리,135000,28,2,(주)드림팩트엔터테인먼트,미국,파멜라 로만노프스키,,,,,,,
속살,126000,28,3,(주)케이알씨지,한국,닥터 필,,,,,,,
완벽한 섹스의 발견,39000,27,2,(주)케이알씨지,미국,"조나단 실버맨,제니퍼 피니간",,,,,,,
글래디에이터: 바이킹과의 전쟁,27000,27,0,(유)조이앤시네마,영국,크리스 크로우,,,,,,,
좋아하지도 않으면서,49000,27,1,주식회사 풍경소리,일본,요시다 코타,,,,,,,
스텝 업: 비트 더 월드,27000,27,0,(주)케이알씨지,캐나다,로버트 애드튜이,,,,,,,
신들의 제국,27000,27,0,(주)케이알씨지,영국,마이클 레드우드,,,,,,,
현장법사: 서유기의 시작,64000,27,0,(유)조이앤시네마,중국,곽건기,,,,,,,
마약 전쟁,67000,26,0,(주)케이알씨지,기타,호세 이반 산티아고,,,,,,,
제로 아워 킬러,32000,26,0,(주)케이알씨지,베네수엘라,디에고 벨라스코,,,,,,,
아프칸 솔져스,26000,26,0,(주)케이알씨지,캐나다,마이크 클래튼버그,,,,,,,
